Language,Level,acc,accuracy,age,average_response_time,avg_rt,b0,b1,background,canvas_backend,clock_backend,color_backend,compensation,condition,coordinates,correct,correct_welcome,count_Baseline_loop,count_Baseline_task,count_Context_condition,count_Context_loop,count_Pre_experiment,count_age,count_baseline_sequence,count_baseline_setup,count_baseline_test,count_baseline_test_1,count_baseline_test_sequence,count_con_test,count_con_test_,count_con_test_sequence,count_context_sequence,count_distraction_sequence,count_distraction_sequence_1,count_distraction_task,count_distraction_task_1,count_expSequence,count_experiment,count_experiment_loop,count_inner_baseline,count_inner_baseline_sequence,count_inner_context,count_inner_context_sequence,count_instructions,count_instructions_1,count_instructions_distraction,count_instructions_distraction_1,count_instructions_test,count_instructions_test_1,count_instructions_test_level,count_language,count_learning_session_setup,count_learning_session_setup_1,count_new_form_multiple_choice,count_new_inline_script,count_new_logger,count_new_logger_1,count_pre_test,count_present_distraction_1,count_present_distraction_1_1,count_present_distraction_1_2,count_present_trial,count_present_trial_1,count_save_data,count_save_data_1,count_shuffling,count_slimstampen_bs_setup,count_slimstampen_setup,count_test_level,count_test_sequence,count_test_setup,count_test_setup_1,count_trial_sequence,count_trial_sequence_1,count_welcome,datetime,description,disable_garbage_collection,empty_column,experiment_file,experiment_path,feedback_duration,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,form_response,fullscreen,height,ignore_this_variable,inter_trial_interval,keyboard_backend,logfile,mouse_backend,num_tested_correct,num_tested_correct_1,num_words_tested,num_words_tested_1,opensesame_codename,opensesame_version,pretest_num,pretest_start_time,psychopy_waitblanking,response,response_instructions,response_instructions_1,response_instructions_distraction,response_instructions_distraction_1,response_instructions_test,response_instructions_test_1,response_instructions_test_level,response_time,response_time_instructions,response_time_instructions_1,response_time_instructions_distraction,response_time_instructions_distraction_1,response_time_instructions_test,response_time_instructions_test_1,response_time_instructions_test_level,response_time_welcome,response_welcome,round_decimals,sampler_backend,seen_facts_bs,seen_facts_con,session_duration,session_start_time,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,test_bs,test_con,test_done,test_num_bs,test_num_con,time_Baseline_loop,time_Baseline_task,time_Context_condition,time_Context_loop,time_Pre_experiment,time_age,time_baseline_sequence,time_baseline_setup,time_baseline_test,time_baseline_test_1,time_baseline_test_sequence,time_con_test,time_con_test_,time_con_test_sequence,time_context_sequence,time_distraction_sequence,time_distraction_sequence_1,time_distraction_task,time_distraction_task_1,time_expSequence,time_experiment,time_experiment_loop,time_inner_baseline,time_inner_baseline_sequence,time_inner_context,time_inner_context_sequence,time_instructions,time_instructions_1,time_instructions_distraction,time_instructions_distraction_1,time_instructions_test,time_instructions_test_1,time_instructions_test_level,time_language,time_learning_session_setup,time_learning_session_setup_1,time_new_form_multiple_choice,time_new_inline_script,time_new_logger,time_new_logger_1,time_pre_test,time_present_distraction_1,time_present_distraction_1_1,time_present_distraction_1_2,time_present_trial,time_present_trial_1,time_save_data,time_save_data_1,time_shuffling,time_slimstampen_bs_setup,time_slimstampen_setup,time_test_level,time_test_sequence,time_test_setup,time_test_setup_1,time_trial_sequence,time_trial_sequence_1,time_up,time_up2,time_welcome,title,total_correct,total_response_time,total_responses,trial_num,trial_num_baseline,uniform_coordinates,width
71,2265204.626,2399.5077,TRUE,17,vervelend,Ik vind het <b>vervelend</b> als de koffie op is.,Doe eens niet zo <b>vervelend</b>.,annoying,Ik vind het <b>vervelend</b> als de koffie op is.,FALSE,797.6,0.250390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2270638.152,9242.1437,FALSE,4,beseffen,Ik <b>besef</b> dat ik het fout heb gedaan.,Ik heb niet <b>beseft</b> dat het zo laat was.,realize;to realize,Ik heb niet <b>beseft</b> dat het zo laat was.,TRUE,680.6,0.642578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2282999.29,1301.2188,FALSE,12,fluisteren,<b>Fluisteren</b> in het openbaar is niet beleefd.,Ik kon ze vanuit mijn tent horen <b>fluisteren</b>.,whisper;to whisper,fluisteren,FALSE,817.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2287563.229,1722.0251,TRUE,4,beseffen,Ik <b>besef</b> dat ik het fout heb gedaan.,Ik heb niet <b>beseft</b> dat het zo laat was.,realize;to realize,Ik heb niet <b>beseft</b> dat het zo laat was.,TRUE,680.6,0.63984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2291950.209,1402.8198,TRUE,13,woede,Ik probeer mijn <b>woede</b> te onderdrukken.,Ik vind <b>woede</b> moeilijk om mee om te gaan.,rage;anger,woede,FALSE,719.6,0.20078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2295555.996,8306.0974,FALSE,18,dreigen,Het <b>dreigt</b> te gaan regenen.,De directeur <b>dreigt</b> met onstlag.,threaten;to threaten,Het <b>dreigt</b> te gaan regenen.,FALSE,505.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2305398.353,3793.8929,TRUE,4,beseffen,Ik <b>besef</b> dat ik het fout heb gedaan.,Ik heb niet <b>beseft</b> dat het zo laat was.,realize;to realize,Ik heb niet <b>beseft</b> dat het zo laat was.,TRUE,680.6,0.640234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2311690.572,1919.8432,FALSE,18,dreigen,Het <b>dreigt</b> te gaan regenen.,De directeur <b>dreigt</b> met onstlag.,threaten;to threaten,Het <b>dreigt</b> te gaan regenen.,FALSE,505.1,0.349609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2315965.149,25213.5956,FALSE,19,uitnodigen,Ik wil je graag <b>uitnodigen</b> voor mijn verjaardag.,Ze <b>nodigen</b> elke kunstenaar uit voor de expositie.,invite;to invite,Ik wil je graag <b>uitnodigen</b> voor mijn verjaardag.,FALSE,914.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2342806.664,1908.2227,FALSE,4,beseffen,Ik <b>besef</b> dat ik het fout heb gedaan.,Ik heb niet <b>beseft</b> dat het zo laat was.,realize;to realize,Ik heb niet <b>beseft</b> dat het zo laat was.,TRUE,680.6,0.68984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2347220.25,3905.5195,FALSE,19,uitnodigen,Ik wil je graag <b>uitnodigen</b> voor mijn verjaardag.,Ze <b>nodigen</b> elke kunstenaar uit voor de expositie.,invite;to invite,Ik wil je graag <b>uitnodigen</b> voor mijn verjaardag.,FALSE,914.6,0.349609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2354665.409,3871.9223,FALSE,4,beseffen,Ik <b>besef</b> dat ik het fout heb gedaan.,Ik heb niet <b>beseft</b> dat het zo laat was.,realize;to realize,Ik heb niet <b>beseft</b> dat het zo laat was.,TRUE,680.6,0.736328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2360911.248,1643.8839,TRUE,18,dreigen,Het <b>dreigt</b> te gaan regenen.,De directeur <b>dreigt</b> met onstlag.,threaten;to threaten,Het <b>dreigt</b> te gaan regenen.,FALSE,505.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2365707.772,1655.5519,TRUE,4,beseffen,Ik <b>besef</b> dat ik het fout heb gedaan.,Ik heb niet <b>beseft</b> dat het zo laat was.,realize;to realize,Ik heb niet <b>beseft</b> dat het zo laat was.,TRUE,680.6,0.7359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2369940.506,1812.4501,TRUE,11,voldoende,Ik heb <b>voldoende</b> tijd.,Verderop is er <b>voldoende</b> ruimte.,sufficient;enough,Ik heb <b>voldoende</b> tijd.,FALSE,407.6,0.30390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2377661.772,1316.0458,TRUE,4,beseffen,Ik <b>besef</b> dat ik het fout heb gedaan.,Ik heb niet <b>beseft</b> dat het zo laat was.,realize;to realize,Ik heb niet <b>beseft</b> dat het zo laat was.,TRUE,680.6,0.735546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2381439.124,1966.6937,TRUE,19,uitnodigen,Ik wil je graag <b>uitnodigen</b> voor mijn verjaardag.,Ze <b>nodigen</b> elke kunstenaar uit voor de expositie.,invite;to invite,Ik wil je graag <b>uitnodigen</b> voor mijn verjaardag.,FALSE,914.6,0.34921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2385788.465,1384.9333,FALSE,4,beseffen,Ik <b>besef</b> dat ik het fout heb gedaan.,Ik heb niet <b>beseft</b> dat het zo laat was.,realize;to realize,Ik heb niet <b>beseft</b> dat het zo laat was.,TRUE,680.6,0.73828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2390605.733,2165.3594,FALSE,14,meningen,Politici hebben altijd veel <b>meningen</b>.,Ik heb verschillende <b>meningen</b> over dit onderwerp.,opinions,meningen,FALSE,700.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2395423.516,2578.9663,TRUE,4,beseffen,Ik <b>besef</b> dat ik het fout heb gedaan.,Ik heb niet <b>beseft</b> dat het zo laat was.,realize;to realize,Ik heb niet <b>beseft</b> dat het zo laat was.,TRUE,680.6,0.744140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2400431.216,5637.0781,TRUE,15,waarschuwen,Ik ben gekomen om u te <b>waarschuwen</b>.,Het alarm bestaat om je te <b>waarschuwen</b> voor gevaar.,warn;to warn;warning,waarschuwen,FALSE,661.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2409638.607,3612.3637,FALSE,4,beseffen,Ik <b>besef</b> dat ik het fout heb gedaan.,Ik heb niet <b>beseft</b> dat het zo laat was.,realize;to realize,Ik heb niet <b>beseft</b> dat het zo laat was.,TRUE,680.6,0.74453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2415900.315,4683.1088,TRUE,12,fluisteren,<b>Fluisteren</b> in het openbaar is niet beleefd.,Ik kon ze vanuit mijn tent horen <b>fluisteren</b>.,whisper;to whisper,<b>Fluisteren</b> in het openbaar is niet beleefd.,FALSE,817.1,0.301171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
